kec_code,provinsi,kabkota,kecamatan,code,desa
33.76.01,JAWA TENGAH,KOTA TEGAL,Tegal Barat,7,7
33.76.02,JAWA TENGAH,KOTA TEGAL,Tegal Timur,5,5
33.76.03,JAWA TENGAH,KOTA TEGAL,Tegal Selatan,8,8
33.76.04,JAWA TENGAH,KOTA TEGAL,Margadana,7,7
34.01.01,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Temon,15,15
34.01.02,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Wates,8,8
34.01.03,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Panjatan,11,11
34.01.04,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Galur,7,7
34.01.05,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Lendah,6,6
34.01.06,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Sentolo,8,8
34.01.07,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Pengasih,7,7
34.01.08,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Kokap,5,5
34.01.09,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Girimulyo,4,4
34.01.10,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Nanggulan,6,6
34.01.11,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Samigaluh,7,7
34.01.12,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Kalibawang,4,4
34.02.01,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Srandakan,2,2
34.02.02,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Sanden,4,4
34.02.03,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Kretek,5,5
34.02.04,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Pundong,3,3
34.02.05,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Bambanglipuro,3,3
34.02.06,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Pandak,4,4
34.02.07,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Pajangan,3,3
34.02.08,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Bantul,5,5
34.02.09,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Jetis,4,4
34.02.10,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Imogiri,8,8
34.02.11,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Dlingo,6,6
34.02.12,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Banguntapan,8,8
34.02.13,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Pleret,5,5
34.02.14,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Piyungan,3,3
34.02.15,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Sewon,4,4
34.02.16,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Kasihan,4,4
34.02.17,DAERAH ISTIMEWA YOGYAKARTA,KAB. BANTUL,Sedayu,4,4
34.03.01,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Wonosari,14,14
34.03.02,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Nglipar,7,7
34.03.03,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Playen,13,13
34.03.04,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Patuk,11,11
34.03.05,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Paliyan,7,7
34.03.06,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Panggang,6,6
34.03.07,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Tepus,5,5
34.03.08,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Semanu,5,5
34.03.09,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Karangmojo,9,9
34.03.10,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Ponjong,11,11
34.03.11,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Rongkop,8,8
34.03.12,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Semin,10,10
34.03.13,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Ngawen,6,6
34.03.14,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Gedangsari,7,7
34.03.15,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Saptosari,7,7
34.03.16,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Girisubo,8,8
34.03.17,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Tanjungsari,5,5
34.03.18,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,Purwosari,5,5
34.04.01,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Gamping,5,5
34.04.02,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Godean,7,7
34.04.03,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Moyudan,4,4
34.04.04,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Minggir,5,5
34.04.05,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Seyegan,5,5
34.04.06,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Mlati,5,5
34.04.07,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Depok,3,3
34.04.08,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Berbah,4,4
34.04.09,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Prambanan,6,6
34.04.10,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Kalasan,4,4
34.04.11,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Ngemplak,5,5
34.04.12,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Ngaglik,6,6
34.04.13,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Sleman,5,5
34.04.14,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Tempel,8,8
34.04.15,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Turi,4,4
34.04.16,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Pakem,5,5
34.04.17,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,Cangkringan,5,5
34.71.01,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Tegalrejo,4,4
34.71.02,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Jetis,3,3
34.71.03,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Gondokusuman,5,5
34.71.04,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Danurejan,3,3
34.71.05,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Gedongtengen,2,2
34.71.06,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Ngampilan,2,2
34.71.07,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Wirobrajan,3,3
34.71.08,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Mantrijeron,3,3
34.71.09,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Kraton,3,3
34.71.10,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Gondomanan,2,2
34.71.11,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Pakualaman,2,2
34.71.12,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Mergangsan,3,3
34.71.13,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Umbulharjo,7,7
34.71.14,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,Kotagede,3,3
35.01.01,JAWA TIMUR,KAB. PACITAN,Donorojo,12,12
35.01.02,JAWA TIMUR,KAB. PACITAN,Pringkuku,13,13
35.01.03,JAWA TIMUR,KAB. PACITAN,Punung,13,13
35.01.04,JAWA TIMUR,KAB. PACITAN,Pacitan,25,25
35.01.05,JAWA TIMUR,KAB. PACITAN,Kebonagung,19,19
35.01.06,JAWA TIMUR,KAB. PACITAN,Arjosari,17,17
35.01.07,JAWA TIMUR,KAB. PACITAN,Nawangan,9,9
35.01.08,JAWA TIMUR,KAB. PACITAN,Bandar,8,8
35.01.09,JAWA TIMUR,KAB. PACITAN,Tegalombo,11,11
35.01.10,JAWA TIMUR,KAB. PACITAN,Tulakan,16,16
35.01.11,JAWA TIMUR,KAB. PACITAN,Ngadirojo,18,18
35.01.12,JAWA TIMUR,KAB. PACITAN,Sudimoro,10,10
35.02.01,JAWA TIMUR,KAB. PONOROGO,Slahung,22,22
35.02.02,JAWA TIMUR,KAB. PONOROGO,Ngrayun,11,11
35.02.03,JAWA TIMUR,KAB. PONOROGO,Bungkal,19,19
35.02.04,JAWA TIMUR,KAB. PONOROGO,Sambit,16,16
35.02.05,JAWA TIMUR,KAB. PONOROGO,Sawoo,14,14
35.02.06,JAWA TIMUR,KAB. PONOROGO,Sooko,6,6
35.02.07,JAWA TIMUR,KAB. PONOROGO,Pulung,18,18
35.02.08,JAWA TIMUR,KAB. PONOROGO,Mlarak,15,15
35.02.09,JAWA TIMUR,KAB. PONOROGO,Jetis,14,14
35.02.10,JAWA TIMUR,KAB. PONOROGO,Siman,18,18
35.02.11,JAWA TIMUR,KAB. PONOROGO,Balong,20,20
35.02.12,JAWA TIMUR,KAB. PONOROGO,Kauman,16,16
35.02.13,JAWA TIMUR,KAB. PONOROGO,Badegan,10,10
35.02.14,JAWA TIMUR,KAB. PONOROGO,Sampung,12,12
35.02.15,JAWA TIMUR,KAB. PONOROGO,Sukorejo,18,18
35.02.16,JAWA TIMUR,KAB. PONOROGO,Babadan,15,15
35.02.17,JAWA TIMUR,KAB. PONOROGO,Ponorogo,19,19
35.02.18,JAWA TIMUR,KAB. PONOROGO,Jenangan,17,17
35.02.19,JAWA TIMUR,KAB. PONOROGO,Ngebel,8,8
35.02.20,JAWA TIMUR,KAB. PONOROGO,Jambon,13,13
35.02.21,JAWA TIMUR,KAB. PONOROGO,Pudak,6,6
35.03.01,JAWA TIMUR,KAB. TRENGGALEK,Panggul,17,17
35.03.02,JAWA TIMUR,KAB. TRENGGALEK,Munjungan,11,11
35.03.03,JAWA TIMUR,KAB. TRENGGALEK,Pule,10,10
35.03.04,JAWA TIMUR,KAB. TRENGGALEK,Dongko,10,10
35.03.05,JAWA TIMUR,KAB. TRENGGALEK,Tugu,15,15
35.03.06,JAWA TIMUR,KAB. TRENGGALEK,Karangan,12,12
35.03.07,JAWA TIMUR,KAB. TRENGGALEK,Kampak,7,7
35.03.08,JAWA TIMUR,KAB. TRENGGALEK,Watulimo,12,12
35.03.09,JAWA TIMUR,KAB. TRENGGALEK,Bendungan,8,8
35.03.10,JAWA TIMUR,KAB. TRENGGALEK,Gandusari,11,11
35.03.11,JAWA TIMUR,KAB. TRENGGALEK,Trenggalek,13,13
35.03.12,JAWA TIMUR,KAB. TRENGGALEK,Pogalan,10,10
35.03.13,JAWA TIMUR,KAB. TRENGGALEK,Durenan,14,14
35.03.14,JAWA TIMUR,KAB. TRENGGALEK,Suruh,7,7
35.04.01,JAWA TIMUR,KAB. TULUNGAGUNG,Tulungagung,14,14
35.04.02,JAWA TIMUR,KAB. TULUNGAGUNG,Boyolangu,17,17
35.04.03,JAWA TIMUR,KAB. TULUNGAGUNG,Kedungwaru,19,19
35.04.04,JAWA TIMUR,KAB. TULUNGAGUNG,Ngantru,13,13
35.04.05,JAWA TIMUR,KAB. TULUNGAGUNG,Kauman,13,13
35.04.06,JAWA TIMUR,KAB. TULUNGAGUNG,Pagerwojo,11,11
35.04.07,JAWA TIMUR,KAB. TULUNGAGUNG,Sendang,11,11
35.04.08,JAWA TIMUR,KAB. TULUNGAGUNG,Karangrejo,13,13
35.04.09,JAWA TIMUR,KAB. TULUNGAGUNG,Gondang,20,20
35.04.10,JAWA TIMUR,KAB. TULUNGAGUNG,Sumbergempol,17,17
35.04.11,JAWA TIMUR,KAB. TULUNGAGUNG,Ngunut,18,18
35.04.12,JAWA TIMUR,KAB. TULUNGAGUNG,Pucanglaban,9,9
35.04.13,JAWA TIMUR,KAB. TULUNGAGUNG,Rejotangan,16,16
35.04.14,JAWA TIMUR,KAB. TULUNGAGUNG,Kalidawir,17,17
35.04.15,JAWA TIMUR,KAB. TULUNGAGUNG,Besuki,10,10
35.04.16,JAWA TIMUR,KAB. TULUNGAGUNG,Campurdarat,9,9
35.04.17,JAWA TIMUR,KAB. TULUNGAGUNG,Bandung,18,18
35.04.18,JAWA TIMUR,KAB. TULUNGAGUNG,Pakel,19,19
35.04.19,JAWA TIMUR,KAB. TULUNGAGUNG,Tanggunggunung,7,7
35.05.01,JAWA TIMUR,KAB. BLITAR,Wonodadi,11,11
35.05.02,JAWA TIMUR,KAB. BLITAR,Udanawu,12,12
35.05.03,JAWA TIMUR,KAB. BLITAR,Srengat,16,16
35.05.04,JAWA TIMUR,KAB. BLITAR,Kademangan,15,15
35.05.05,JAWA TIMUR,KAB. BLITAR,Bakung,11,11
35.05.06,JAWA TIMUR,KAB. BLITAR,Ponggok,15,15
35.05.07,JAWA TIMUR,KAB. BLITAR,Sanankulon,12,12
35.05.08,JAWA TIMUR,KAB. BLITAR,Wonotirto,8,8
35.05.09,JAWA TIMUR,KAB. BLITAR,Nglegok,11,11
35.05.10,JAWA TIMUR,KAB. BLITAR,Kanigoro,12,12
35.05.11,JAWA TIMUR,KAB. BLITAR,Garum,9,9
35.05.12,JAWA TIMUR,KAB. BLITAR,Sutojayan,11,11
35.05.13,JAWA TIMUR,KAB. BLITAR,Panggungrejo,10,10
35.05.14,JAWA TIMUR,KAB. BLITAR,Talun,14,14
35.05.15,JAWA TIMUR,KAB. BLITAR,Gandusari,14,14
35.05.16,JAWA TIMUR,KAB. BLITAR,Binangun,12,12
35.05.17,JAWA TIMUR,KAB. BLITAR,Wlingi,9,9
35.05.18,JAWA TIMUR,KAB. BLITAR,Doko,10,10
35.05.19,JAWA TIMUR,KAB. BLITAR,Kesamben,10,10
35.05.20,JAWA TIMUR,KAB. BLITAR,Wates,8,8
35.05.21,JAWA TIMUR,KAB. BLITAR,Selorejo,10,10
35.05.22,JAWA TIMUR,KAB. BLITAR,Selopuro,8,8
35.06.01,JAWA TIMUR,KAB. KEDIRI,Semen,12,12
35.06.02,JAWA TIMUR,KAB. KEDIRI,Mojo,20,20
35.06.03,JAWA TIMUR,KAB. KEDIRI,Kras,16,16
35.06.04,JAWA TIMUR,KAB. KEDIRI,Ngadiluwih,16,16
35.06.05,JAWA TIMUR,KAB. KEDIRI,Kandat,12,12
35.06.06,JAWA TIMUR,KAB. KEDIRI,Wates,18,18
35.06.07,JAWA TIMUR,KAB. KEDIRI,Ngancar,10,10
35.06.08,JAWA TIMUR,KAB. KEDIRI,Puncu,8,8
35.06.09,JAWA TIMUR,KAB. KEDIRI,Plosoklaten,15,15
35.06.10,JAWA TIMUR,KAB. KEDIRI,Gurah,21,21
35.06.11,JAWA TIMUR,KAB. KEDIRI,Pagu,13,13
35.06.12,JAWA TIMUR,KAB. KEDIRI,Gampengrejo,11,11
35.06.13,JAWA TIMUR,KAB. KEDIRI,Grogol,9,9
35.06.14,JAWA TIMUR,KAB. KEDIRI,Papar,17,17
35.06.15,JAWA TIMUR,KAB. KEDIRI,Purwoasri,23,23
35.06.16,JAWA TIMUR,KAB. KEDIRI,Plemahan,17,17
35.06.17,JAWA TIMUR,KAB. KEDIRI,Pare,10,10
35.06.18,JAWA TIMUR,KAB. KEDIRI,Kepung,10,10
35.06.19,JAWA TIMUR,KAB. KEDIRI,Kandangan,12,12
35.06.20,JAWA TIMUR,KAB. KEDIRI,Tarokan,10,10
35.06.21,JAWA TIMUR,KAB. KEDIRI,Kunjang,12,12
35.06.22,JAWA TIMUR,KAB. KEDIRI,Banyakan,9,9
35.06.23,JAWA TIMUR,KAB. KEDIRI,Ringinrejo,11,11
35.06.24,JAWA TIMUR,KAB. KEDIRI,Kayen Kidul,12,12
35.06.25,JAWA TIMUR,KAB. KEDIRI,Ngasem,12,12
35.06.26,JAWA TIMUR,KAB. KEDIRI,Badas,8,8
35.07.01,JAWA TIMUR,KAB. MALANG,Donomulyo,10,10
35.07.02,JAWA TIMUR,KAB. MALANG,Pagak,8,8
35.07.03,JAWA TIMUR,KAB. MALANG,Bantur,10,10
35.07.04,JAWA TIMUR,KAB. MALANG,Sumbermanjing Wetan,15,15
35.07.05,JAWA TIMUR,KAB. MALANG,Dampit,12,12
35.07.06,JAWA TIMUR,KAB. MALANG,Ampelgading,13,13
35.07.07,JAWA TIMUR,KAB. MALANG,Poncokusumo,17,17
35.07.08,JAWA TIMUR,KAB. MALANG,Wajak,13,13
35.07.09,JAWA TIMUR,KAB. MALANG,Turen,17,17
35.07.10,JAWA TIMUR,KAB. MALANG,Gondanglegi,14,14
35.07.11,JAWA TIMUR,KAB. MALANG,Kalipare,9,9
35.07.12,JAWA TIMUR,KAB. MALANG,Sumberpucung,7,7
35.07.13,JAWA TIMUR,KAB. MALANG,Kepanjen,18,18
35.07.14,JAWA TIMUR,KAB. MALANG,Bululawang,14,14
35.07.15,JAWA TIMUR,KAB. MALANG,Tajinan,12,12
35.07.16,JAWA TIMUR,KAB. MALANG,Tumpang,15,15
35.07.17,JAWA TIMUR,KAB. MALANG,Jabung,15,15
35.07.18,JAWA TIMUR,KAB. MALANG,Pakis,15,15
35.07.19,JAWA TIMUR,KAB. MALANG,Pakisaji,12,12
35.07.20,JAWA TIMUR,KAB. MALANG,Ngajum,9,9
35.07.21,JAWA TIMUR,KAB. MALANG,Wagir,12,12
35.07.22,JAWA TIMUR,KAB. MALANG,Dau,10,10
35.07.23,JAWA TIMUR,KAB. MALANG,Karang Ploso,9,9
35.07.24,JAWA TIMUR,KAB. MALANG,Singosari,17,17
35.07.25,JAWA TIMUR,KAB. MALANG,Lawang,12,12
35.07.26,JAWA TIMUR,KAB. MALANG,Pujon,10,10
35.07.27,JAWA TIMUR,KAB. MALANG,Ngantang,13,13
35.07.28,JAWA TIMUR,KAB. MALANG,Kasembon,6,6
35.07.29,JAWA TIMUR,KAB. MALANG,Gedangan,8,8
35.07.30,JAWA TIMUR,KAB. MALANG,Tirtoyudo,13,13
35.07.31,JAWA TIMUR,KAB. MALANG,Kromengan,7,7
35.07.32,JAWA TIMUR,KAB. MALANG,Wonosari,8,8
35.07.33,JAWA TIMUR,KAB. MALANG,Pagelaran,10,10
35.08.01,JAWA TIMUR,KAB. LUMAJANG,Tempursari,7,7
35.08.02,JAWA TIMUR,KAB. LUMAJANG,Pronojiwo,6,6
35.08.03,JAWA TIMUR,KAB. LUMAJANG,Candipuro,10,10
35.08.04,JAWA TIMUR,KAB. LUMAJANG,Pasirian,11,11
35.08.05,JAWA TIMUR,KAB. LUMAJANG,Tempeh,13,13
35.08.06,JAWA TIMUR,KAB. LUMAJANG,Kunir,11,11
35.08.07,JAWA TIMUR,KAB. LUMAJANG,Yosowilangun,12,12
35.08.08,JAWA TIMUR,KAB. LUMAJANG,Rowokangkung,7,7
35.08.09,JAWA TIMUR,KAB. LUMAJANG,Tekung,8,8
35.08.10,JAWA TIMUR,KAB. LUMAJANG,Lumajang,12,12
35.08.11,JAWA TIMUR,KAB. LUMAJANG,Pasrujambe,7,7
35.08.12,JAWA TIMUR,KAB. LUMAJANG,Senduro,12,12
35.08.13,JAWA TIMUR,KAB. LUMAJANG,Gucialit,9,9
35.08.14,JAWA TIMUR,KAB. LUMAJANG,Padang,9,9
35.08.15,JAWA TIMUR,KAB. LUMAJANG,Sukodono,10,10
35.08.16,JAWA TIMUR,KAB. LUMAJANG,Kedungjajang,12,12
35.08.17,JAWA TIMUR,KAB. LUMAJANG,Jatiroto,6,6
35.08.18,JAWA TIMUR,KAB. LUMAJANG,Randuagung,12,12
35.08.19,JAWA TIMUR,KAB. LUMAJANG,Klakah,12,12
35.08.20,JAWA TIMUR,KAB. LUMAJANG,Ranuyoso,11,11
35.08.21,JAWA TIMUR,KAB. LUMAJANG,Sumbersuko,8,8
35.09.01,JAWA TIMUR,KAB. JEMBER,Jombang,6,6
35.09.02,JAWA TIMUR,KAB. JEMBER,Kencong,5,5
35.09.03,JAWA TIMUR,KAB. JEMBER,Sumberbaru,10,10
35.09.04,JAWA TIMUR,KAB. JEMBER,Gumukmas,8,8
35.09.05,JAWA TIMUR,KAB. JEMBER,Umbulsari,10,10
35.09.06,JAWA TIMUR,KAB. JEMBER,Tanggul,8,8
35.09.07,JAWA TIMUR,KAB. JEMBER,Semboro,6,6
35.09.08,JAWA TIMUR,KAB. JEMBER,Puger,12,12
35.09.09,JAWA TIMUR,KAB. JEMBER,Bangsalsari,11,11
35.09.10,JAWA TIMUR,KAB. JEMBER,Balung,8,8
35.09.11,JAWA TIMUR,KAB. JEMBER,Wuluhan,7,7
35.09.12,JAWA TIMUR,KAB. JEMBER,Ambulu,7,7
35.09.13,JAWA TIMUR,KAB. JEMBER,Rambipuji,8,8
35.09.14,JAWA TIMUR,KAB. JEMBER,Panti,7,7
35.09.15,JAWA TIMUR,KAB. JEMBER,Sukorambi,5,5
35.09.16,JAWA TIMUR,KAB. JEMBER,Jenggawah,8,8
35.09.17,JAWA TIMUR,KAB. JEMBER,Ajung,7,7
35.09.18,JAWA TIMUR,KAB. JEMBER,Tempurejo,8,8
35.09.19,JAWA TIMUR,KAB. JEMBER,Kaliwates,7,7
35.09.20,JAWA TIMUR,KAB. JEMBER,Patrang,8,8
35.09.21,JAWA TIMUR,KAB. JEMBER,Sumbersari,7,7
35.09.22,JAWA TIMUR,KAB. JEMBER,Arjasa,6,6
35.09.23,JAWA TIMUR,KAB. JEMBER,Mumbulsari,7,7
35.09.24,JAWA TIMUR,KAB. JEMBER,Pakusari,7,7
35.09.25,JAWA TIMUR,KAB. JEMBER,Jelbuk,6,6
35.09.26,JAWA TIMUR,KAB. JEMBER,Mayang,7,7
35.09.27,JAWA TIMUR,KAB. JEMBER,Kalisat,12,12
35.09.28,JAWA TIMUR,KAB. JEMBER,Ledokombo,10,10
35.09.29,JAWA TIMUR,KAB. JEMBER,Sukowono,12,12
35.09.30,JAWA TIMUR,KAB. JEMBER,Silo,9,9
35.09.31,JAWA TIMUR,KAB. JEMBER,Sumberjambe,9,9
35.10.01,JAWA TIMUR,KAB. BANYUWANGI,Pesanggaran,5,5
35.10.02,JAWA TIMUR,KAB. BANYUWANGI,Bangorejo,7,7
35.10.03,JAWA TIMUR,KAB. BANYUWANGI,Purwoharjo,8,8
35.10.04,JAWA TIMUR,KAB. BANYUWANGI,Tegaldlimo,9,9
35.10.05,JAWA TIMUR,KAB. BANYUWANGI,Muncar,10,10
35.10.06,JAWA TIMUR,KAB. BANYUWANGI,Cluring,9,9
35.10.07,JAWA TIMUR,KAB. BANYUWANGI,Gambiran,6,6
35.10.08,JAWA TIMUR,KAB. BANYUWANGI,Srono,10,10
35.10.09,JAWA TIMUR,KAB. BANYUWANGI,Genteng,5,5
35.10.10,JAWA TIMUR,KAB. BANYUWANGI,Glenmore,7,7
35.10.11,JAWA TIMUR,KAB. BANYUWANGI,Kalibaru,6,6
35.10.12,JAWA TIMUR,KAB. BANYUWANGI,Singojuruh,11,11
35.10.13,JAWA TIMUR,KAB. BANYUWANGI,Rogojampi,10,10
35.10.14,JAWA TIMUR,KAB. BANYUWANGI,Kabat,14,14
35.10.15,JAWA TIMUR,KAB. BANYUWANGI,Glagah,10,10
35.10.16,JAWA TIMUR,KAB. BANYUWANGI,Banyuwangi,18,18
35.10.17,JAWA TIMUR,KAB. BANYUWANGI,Giri,6,6
35.10.18,JAWA TIMUR,KAB. BANYUWANGI,Wongsorejo,12,12
35.10.19,JAWA TIMUR,KAB. BANYUWANGI,Songgon,9,9
35.10.20,JAWA TIMUR,KAB. BANYUWANGI,Sempu,7,7
35.10.21,JAWA TIMUR,KAB. BANYUWANGI,Kalipuro,9,9
35.10.22,JAWA TIMUR,KAB. BANYUWANGI,Siliragung,5,5
35.10.23,JAWA TIMUR,KAB. BANYUWANGI,Tegalsari,6,6
35.10.24,JAWA TIMUR,KAB. BANYUWANGI,Licin,8,8
35.10.25,JAWA TIMUR,KAB. BANYUWANGI,Blimbingsari,10,10
35.11.01,JAWA TIMUR,KAB. BONDOWOSO,Maesan,12,12
35.11.02,JAWA TIMUR,KAB. BONDOWOSO,Tamanan,9,9
35.11.03,JAWA TIMUR,KAB. BONDOWOSO,Tlogosari,10,10
35.11.04,JAWA TIMUR,KAB. BONDOWOSO,Sukosari,4,4
35.11.05,JAWA TIMUR,KAB. BONDOWOSO,Pujer,11,11
35.11.06,JAWA TIMUR,KAB. BONDOWOSO,Grujugan,11,11
35.11.07,JAWA TIMUR,KAB. BONDOWOSO,Curahdami,12,12
35.11.08,JAWA TIMUR,KAB. BONDOWOSO,Tenggarang,12,12
35.11.09,JAWA TIMUR,KAB. BONDOWOSO,Wonosari,12,12
35.11.10,JAWA TIMUR,KAB. BONDOWOSO,Tapen,9,9
35.11.11,JAWA TIMUR,KAB. BONDOWOSO,Bondowoso,11,11
35.11.12,JAWA TIMUR,KAB. BONDOWOSO,Wringin,13,13
35.11.13,JAWA TIMUR,KAB. BONDOWOSO,Tegalampel,8,8
35.11.14,JAWA TIMUR,KAB. BONDOWOSO,Klabang,11,11
35.11.15,JAWA TIMUR,KAB. BONDOWOSO,Cermee,15,15
35.11.16,JAWA TIMUR,KAB. BONDOWOSO,Prajekan,7,7
35.11.17,JAWA TIMUR,KAB. BONDOWOSO,Pakem,8,8
35.11.18,JAWA TIMUR,KAB. BONDOWOSO,Sumberwringin,6,6
35.11.19,JAWA TIMUR,KAB. BONDOWOSO,Sempol,6,6
35.11.20,JAWA TIMUR,KAB. BONDOWOSO,Binakal,8,8
35.11.21,JAWA TIMUR,KAB. BONDOWOSO,Taman Krocok,7,7
35.11.22,JAWA TIMUR,KAB. BONDOWOSO,Botolinggo,8,8
35.11.23,JAWA TIMUR,KAB. BONDOWOSO,Jambesari Darus Sholah,9,9
35.12.01,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,8,8
35.12.02,JAWA TIMUR,KAB. SITUBONDO,Besuki,10,10
35.12.03,JAWA TIMUR,KAB. SITUBONDO,Suboh,8,8
35.12.04,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,7,7
35.12.05,JAWA TIMUR,KAB. SITUBONDO,Kendit,7,7
35.12.06,JAWA TIMUR,KAB. SITUBONDO,Panarukan,8,8
35.12.07,JAWA TIMUR,KAB. SITUBONDO,Situbondo,6,6
35.12.08,JAWA TIMUR,KAB. SITUBONDO,Panji,12,12
35.12.09,JAWA TIMUR,KAB. SITUBONDO,Mangaran,6,6
35.12.10,JAWA TIMUR,KAB. SITUBONDO,Kapongan,10,10
35.12.11,JAWA TIMUR,KAB. SITUBONDO,Arjasa,8,8
35.12.12,JAWA TIMUR,KAB. SITUBONDO,Jangkar,8,8
35.12.13,JAWA TIMUR,KAB. SITUBONDO,Asembagus,10,10
35.12.14,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,5,5
