,provinsi,kab_kota,kecamatan,desa,TOTAL,lat,long
904,JAWA BARAT,BANDUNG BARAT,CIPATAT,CIPTAHARJA,199,-6.840329170227051,107.37112426757812
905,JAWA BARAT,BANDUNG,CICALENGKA,BABAKAN PEUTEUY,198,-6.989640235900879,107.85398864746094
906,JAWA BARAT,BOGOR,LEUWILIANG,LEUWIMEKAR,198,-6.579179763793945,106.63420867919922
907,JAWA BARAT,KOTA BANDUNG,ANDIR,CAMPAKA,197,-6.901790142059326,107.56623840332031
908,JAWA BARAT,CIANJUR,SUKALUYU,SUKAMULYA,196,-6.840199947357178,107.22820281982422
909,JAWA BARAT,SUBANG,SUBANG,CIGADUNG,196,-6.563230037689209,107.75325775146484
910,JAWA BARAT,BOGOR,CITEUREUP,LEUWINUTUG,196,-6.3053998947143555,106.51505279541016
911,JAWA BARAT,BANDUNG,CIPARAY,SUMBERSARI,195,-6.595550060272217,107.42320251464844
912,JAWA BARAT,BANDUNG,SOREANG,CINGCIN,195,-7.030506134033203,107.54100036621094
913,JAWA BARAT,BANDUNG,MAJALAYA,SUKAMUKTI,195,-7.055939674377441,107.74153900146484
914,JAWA BARAT,BANDUNG,CICALENGKA,WALUYA,194,-6.995570182800293,107.83773803710938
915,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,PADASUKA,193,-6.904210090637207,107.64395904541016
916,JAWA BARAT,KOTA BANDUNG,SUKASARI,SARIJADI,192,-6.875529766082764,107.57804107666016
917,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,CINTAASIH,192,-6.960471153259277,107.3186264038086
918,JAWA BARAT,KOTA BANDUNG,UJUNG BERUNG,PASIRWANGI,192,-6.900129795074463,107.70704650878906
919,JAWA BARAT,BOGOR,JONGGOL,SUKASIRNA,190,-7.0,107.05732727050781
920,JAWA BARAT,GARUT,GARUT KOTA,SUKAMENTRI,190,-7.198200225830078,107.9130630493164
921,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,CIKUTRA,189,-6.900090217590332,107.63703918457031
922,JAWA BARAT,BANDUNG,BOJONGSOANG,TEGALLUAR,188,-6.983829975128174,107.68720245361328
923,JAWA BARAT,CIANJUR,SUKALUYU,TANJUNGSARI,188,-6.819250106811523,107.21463012695312
924,JAWA BARAT,KOTA SUKABUMI,CIKOLE,CISARUA,188,-6.922810077667236,106.94013214111328
925,JAWA BARAT,CIANJUR,CIANJUR,SUKAMAJU,188,-6.837390899658203,107.14399719238281
926,JAWA BARAT,BOGOR,CIOMAS,MEKARJAYA,188,-6.608924865722656,106.77690124511719
927,JAWA BARAT,GARUT,SELAAWI,CIRAPUHAN,188,-7.002837181091309,108.0272216796875
928,JAWA BARAT,CIANJUR,PACET,SUKANAGALIH,187,-6.70163106918335,107.06173706054688
929,JAWA BARAT,KOTA BANDUNG,ANDIR,DUNGUS CARIANG,187,-6.911230087280273,107.57964324951172
930,JAWA BARAT,BANDUNG,CILEUNYI,CIBIRU WETAN,187,-6.5517401695251465,107.43460845947266
931,JAWA BARAT,SUBANG,CIASEM,SUKAMANDI JAYA,186,-6.346159934997559,107.66326141357422
932,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,MANDALAMUKTI,186,-6.833330154418945,107.48332977294922
933,JAWA BARAT,GARUT,CIGEDUG,BARUSUDA,186,-7.35307502746582,107.81160736083984
934,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,CICAHEUM,185,-6.904170036315918,107.65229034423828
935,JAWA BARAT,BANDUNG,PACET,MANDALAHAJI,184,-7.103937149047852,107.71395111083984
936,JAWA BARAT,PURWAKARTA,JATILUHUR,MEKARGALIH,184,-6.5732340812683105,107.42865753173828
937,JAWA BARAT,BANDUNG,CIMAUNG,CAMPAKAMULYA,184,-7.073838233947754,107.58470153808594
938,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,KARANGSARI,184,-6.96340799331665,107.35221862792969
939,JAWA BARAT,BANDUNG BARAT,CILILIN,CILILIN,183,-6.950913906097412,107.45594787597656
940,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,183,-6.932159900665283,107.59430694580078
941,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,SETIAMANAH,183,-6.8778300285339355,107.53569793701172
942,JAWA BARAT,BOGOR,LEUWILIANG,LEUWILIANG,182,-7.0,107.0
943,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,MEKARSARI,182,-6.846293926239014,107.5144271850586
944,JAWA BARAT,CIANJUR,CIDAUN,KERTAJADI,182,-7.285999774932861,107.20500183105469
945,JAWA BARAT,GARUT,MALANGBONG,CILAMPUYANG,182,-7.012159824371338,108.078369140625
946,JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,PANGLAYUNGAN,182,-7.3188300132751465,108.20646667480469
947,JAWA BARAT,BANDUNG,KATAPANG,SUKAMUKTI,182,-7.200620174407959,107.36914825439453
948,JAWA BARAT,BEKASI,CIBITUNG,WANASARI,181,-6.23268985748291,107.09298706054688
949,JAWA BARAT,KOTA SUKABUMI,GUNUNG PUYUH,KARANGTENGAH,181,-6.909890174865723,106.9134521484375
950,JAWA BARAT,KOTA BANDUNG,CIBIRU,CISURUPAN,180,-6.910339832305908,107.72267150878906
951,JAWA BARAT,KARAWANG,RENGASDENGKLOK,KERTASARI,180,-6.168000221252441,107.29199981689453
952,JAWA BARAT,GARUT,MALANGBONG,MALANGBONG,180,-7.322000026702881,108.51599884033203
953,JAWA BARAT,BANDUNG,PASIRJAMBU,MARGAMULYA,180,-7.112724781036377,107.45740509033203
954,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,TUGURAJA,180,-7.336359977722168,108.21173858642578
955,JAWA BARAT,BANDUNG BARAT,RONGGA,CIBEDUG,180,-7.007983207702637,107.29879760742188
956,JAWA BARAT,BANDUNG,SOLOKANJERUK,BOJONGEMAS,178,-6.594799995422363,107.43550109863281
957,JAWA BARAT,CIANJUR,CIKALONGKULON,SUKAGALIH,178,-6.421050071716309,107.11170196533203
958,JAWA BARAT,KARAWANG,KARAWANG TIMUR,KARAWANG WETAN,178,-6.300670146942139,107.31263732910156
959,JAWA BARAT,BOGOR,CIAMPEA,CIHIDEUNGUDIK,178,-6.579914093017578,106.7166748046875
960,JAWA BARAT,BANDUNG,PAMEUNGPEUK,RANCAMULYA,178,-7.00480318069458,107.59090423583984
961,JAWA BARAT,BOGOR,CIOMAS,PAGELARAN,178,-6.364999771118164,106.45339965820312
962,JAWA BARAT,BANDUNG,RANCAEKEK,LINGGAR,178,-6.969110012054443,107.79766845703125
963,JAWA BARAT,BANDUNG,MAJALAYA,NEGLASARI,177,-7.069717884063721,107.73678588867188
964,JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI,176,-6.4050211906433105,106.96184539794922
965,JAWA BARAT,BANDUNG,BANJARAN,SINDANGPANON,176,-7.079154014587402,107.58430480957031
966,JAWA BARAT,KARAWANG,KOTA BARU,WANCIMEKAR,176,-6.396664142608643,107.475830078125
967,JAWA BARAT,CIANJUR,MANDE,JAMALI,176,-6.75685453414917,107.184814453125
968,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,CANGKORAH,175,-6.533699989318848,107.29199981689453
969,JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA KULON,174,-6.985630035400391,107.83650970458984
970,JAWA BARAT,BANDUNG BARAT,CILILIN,KARANGANYAR,174,-6.939560890197754,107.41123962402344
971,JAWA BARAT,CIANJUR,CIBEBER,PEUTEUYCONDONG,174,-6.9062018394470215,107.1340103149414
972,JAWA BARAT,SUBANG,PAGADEN,SUKAMULYA,174,-6.281599998474121,107.4845962524414
973,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,GIRIASIH,173,-6.535900115966797,107.29000091552734
974,JAWA BARAT,PURWAKARTA,PURWAKARTA,CISEUREUH,173,-6.519999980926514,107.46198272705078
975,JAWA BARAT,BANDUNG BARAT,CISARUA,KERTAWANGI,173,-6.773910999298096,107.572998046875
976,JAWA BARAT,BOGOR,CIOMAS,CIOMAS,172,-6.607719898223877,106.77020263671875
977,JAWA BARAT,BANDUNG,PASIRJAMBU,CISONDARI,172,-7.092483043670654,107.47941589355469
978,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,SELACAU,172,-6.934329986572266,107.51883697509766
979,JAWA BARAT,GARUT,CILAWU,SUKATANI,172,-7.304500102996826,107.9259262084961
980,JAWA BARAT,BANDUNG,RANCAEKEK,BOJONGLOA,172,-6.571199893951416,107.45567321777344
981,JAWA BARAT,KOTA BANDUNG,CICENDO,HUSEN SASTRANEGARA,171,-6.903779983520508,107.57853698730469
982,JAWA BARAT,BANDUNG,BANJARAN,CIAPUS,171,-7.055824279785156,107.58879852294922
983,JAWA BARAT,BOGOR,CISARUA,CITEKO,170,-6.691454887390137,106.92809295654297
984,JAWA BARAT,GARUT,BANJARWANGI,TANJUNGJAYA,170,-7.240900039672852,107.53500366210938
985,JAWA BARAT,CIANJUR,CIANJUR,BOJONGHERANG,170,-6.810490131378174,107.13758087158203
986,JAWA BARAT,CIANJUR,CIANJUR,MEKARSARI,169,-6.485000133514404,107.76000213623047
987,JAWA BARAT,BANDUNG,CIWIDEY,CIWIDEY,168,-7.102759838104248,107.46378326416016
988,JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,PATARUMAN,168,-6.943158149719238,107.51689910888672
989,JAWA BARAT,GARUT,PANGATIKAN,CIHUNI,168,-7.165999889373779,107.99199676513672
990,JAWA BARAT,KOTA BANDUNG,ARCAMANIK,CISARANTEN KULON,168,-6.925620079040527,107.68097686767578
991,JAWA BARAT,BANDUNG,SOREANG,SEKARWANGI,168,-7.019444942474365,107.34193420410156
992,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,SINDANGKERTA,168,-6.988624095916748,107.42276763916016
993,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,LINGGAJAYA,168,-7.332009792327881,108.19365692138672
994,JAWA BARAT,BANDUNG,KATAPANG,KATAPANG,167,-7.020150184631348,107.54399108886719
995,JAWA BARAT,KOTA BANDUNG,CIDADAP,HEGARMANAH,167,-6.873899936676025,107.60060119628906
996,JAWA BARAT,BANDUNG BARAT,CIPATAT,CIPATAT,167,-6.825949192047119,107.37965393066406
997,JAWA BARAT,BOGOR,JASINGA,SIPAK,166,-6.284999847412109,106.4885025024414
998,JAWA BARAT,BANDUNG,PACET,CIKITU,166,-7.142683029174805,107.69207000732422
999,JAWA BARAT,BOGOR,GUNUNG PUTRI,BOJONG KULUR,166,-6.323249816894531,106.9697036743164
1000,JAWA BARAT,BANDUNG,BOJONGSOANG,LENGKONG,166,-6.582988262176514,107.38225555419922
1001,JAWA BARAT,BANDUNG BARAT,PARONGPONG,CIHANJUANG RAHAYU,166,-6.817910194396973,107.57508087158203
1002,JAWA BARAT,CIANJUR,PAGELARAN,BUNIWANGI,166,-7.177976131439209,107.1768569946289
1003,JAWA BARAT,BOGOR,CILEUNGSI,PASIRANGIN,166,-6.385499954223633,106.9871597290039
1004,JAWA BARAT,BANDUNG BARAT,RONGGA,CICADAS,166,-6.594649791717529,107.13300323486328
1005,JAWA BARAT,BANDUNG,DAYEUHKOLOT,PASAWAHAN,165,-6.975069999694824,107.61077880859375
1006,JAWA BARAT,BANDUNG,PACET,NAGRAK,164,-7.0976738929748535,107.72565460205078
1007,JAWA BARAT,BANDUNG,BANJARAN,MARGAHURIP,164,-7.050000190734863,107.0
1008,JAWA BARAT,BANDUNG BARAT,PARONGPONG,CIWARUGA,164,-6.865394115447998,107.57465362548828
1009,JAWA BARAT,SUBANG,PABUARAN,SALAMJAYA,164,-6.4168477058410645,107.60562133789062
1010,JAWA BARAT,KARAWANG,KLARI,CIBALONGSARI,163,-6.1149001121521,107.21430206298828
1011,JAWA BARAT,BANDUNG,MARGAASIH,RAHAYU,163,-6.954319953918457,107.55365753173828
1012,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,CITALEM,163,-6.94691801071167,107.38871765136719
1013,JAWA BARAT,KOTA BANDUNG,REGOL,CISEUREUH,163,-6.947780132293701,107.61282348632812
1014,JAWA BARAT,BANDUNG,CIPARAY,MEKARSARI,162,-7.275228977203369,107.69474029541016
1015,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,162,-6.952459812164307,107.59339904785156
1016,JAWA BARAT,BANDUNG,CILENGKRANG,JATIENDAH,162,-6.541170120239258,107.41546630859375
1017,JAWA BARAT,SUBANG,SERANGPANJANG,PONGGANG,162,-6.668849945068359,107.59286499023438
1018,JAWA BARAT,GARUT,BANJARWANGI,PADAHURIP,162,-7.526000022888184,107.20179748535156
1019,JAWA BARAT,BOGOR,CIOMAS,PARAKAN,162,-6.619793891906738,106.77395629882812
1020,JAWA BARAT,BOGOR,JONGGOL,SINGAJAYA,162,-6.4677228927612305,107.05685424804688
1021,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,CICANGKANGGIRANG,162,-6.994540691375732,107.3855209350586
1022,JAWA BARAT,KOTA BANDUNG,BANDUNG KIDUL,KUJANGSARI,162,-6.962080001831055,107.64425659179688
1023,JAWA BARAT,KARAWANG,RENGASDENGKLOK,RENGASDENGKLOK SELATAN,161,-6.157599925994873,107.30180358886719
1024,JAWA BARAT,GARUT,LELES,MARGALUYU,161,-7.6579999923706055,107.54429626464844
1025,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,MALEER,161,-6.92657995223999,107.6408462524414
1026,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,CILEMBANG,161,-7.3285298347473145,108.20863342285156
1027,JAWA BARAT,CIANJUR,SUKARESMI,SUKAMAHI,160,-6.7288899421691895,107.76355743408203
1028,JAWA BARAT,BANDUNG,MARGAHAYU,MARGAHAYU TENGAH,160,,
1029,JAWA BARAT,CIANJUR,CIPANAS,CIPANAS,160,-6.435299873352051,107.22200012207031
1030,JAWA BARAT,BANDUNG,IBUN,KARYALAKSANA,160,-7.275228977203369,107.69474029541016
1031,JAWA BARAT,KOTA BANDUNG,SUKAJADI,PASTEUR,159,-6.8938398361206055,107.59966278076172
1032,JAWA BARAT,PURWAKARTA,PURWAKARTA,TEGALMUNJUL,159,-6.546239852905273,107.44886779785156
1033,JAWA BARAT,KARAWANG,CIKAMPEK,CIKAMPEK BARAT,159,-6.398561954498291,107.46043395996094
1034,JAWA BARAT,SUBANG,SUBANG,SUKAMELANG,159,-6.53863000869751,107.77469635009766
1035,JAWA BARAT,GARUT,GARUT KOTA,KOTA WETAN,159,-7.215089797973633,107.91433715820312
1036,JAWA BARAT,CIANJUR,PACET,SUKATANI,158,-6.751978874206543,107.02072143554688
1037,JAWA BARAT,KOTA SUKABUMI,CITAMIANG,NANGGELENG,158,-6.932340145111084,106.93450927734375
1038,JAWA BARAT,GARUT,BAYONGBONG,MULYASARI,158,-7.1605000495910645,107.48570251464844
1039,JAWA BARAT,CIANJUR,KARANGTENGAH,BOJONG,158,-6.474466323852539,107.10186767578125
1040,JAWA BARAT,CIANJUR,CIANJUR,PAMOYANAN,158,-6.820119857788086,107.13394165039062
1041,JAWA BARAT,KOTA BANDUNG,BANDUNG KIDUL,BATUNUNGGAL,157,-6.952310085296631,107.63118743896484
1042,JAWA BARAT,KOTA SUKABUMI,CIKOLE,SUBANGJAYA,157,-6.918429851531982,106.94860076904297
1043,JAWA BARAT,KARAWANG,KARAWANG BARAT,KARANGPAWITAN,157,-6.276500225067139,107.31197357177734
1044,JAWA BARAT,BANDUNG,DAYEUHKOLOT,DAYEUHKOLOT,157,-6.986578941345215,107.62092590332031
1045,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,MANDALASARI,156,-6.780362129211426,107.45494842529297
1046,JAWA BARAT,GARUT,BANYURESMI,SUKAKARYA,156,-7.1382598876953125,107.91340637207031
1047,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,CIBADUYUT KIDUL,156,-6.959859848022461,107.59089660644531
1048,JAWA BARAT,GARUT,SELAAWI,PUTRAJAWA,156,-7.0059919357299805,108.00180053710938
1049,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,KAHURIPAN,156,-7.348629951477051,108.22611999511719
1050,JAWA BARAT,SUBANG,PAGADEN,KAMARUNG,156,-6.27400016784668,107.48370361328125
1051,JAWA BARAT,GARUT,TAROGONG KIDUL,SUKAJAYA,156,-7.213580131530762,107.88980865478516
1052,JAWA BARAT,KOTA BANDUNG,SUKASARI,GEGERKALONG,155,-6.865099906921387,107.58844757080078
1053,JAWA BARAT,KOTA SUKABUMI,BAROS,BAROS,155,-6.959129810333252,106.92559051513672
1054,JAWA BARAT,KOTA BANDUNG,UJUNG BERUNG,PASIRJATI,155,-6.899109840393066,107.71121978759766
1055,JAWA BARAT,BANDUNG,PAMEUNGPEUK,BOJONGMANGGU,155,-7.16540002822876,107.35807800292969
1056,JAWA BARAT,BANDUNG BARAT,CILILIN,MUKAPAYUNG,154,-6.989999771118164,107.47000122070312
1057,JAWA BARAT,KOTA BANDUNG,REGOL,PASIRLUYU,154,-6.946020126342773,107.6194076538086
1058,JAWA BARAT,KOTA BANDUNG,BUAHBATU,SEKEJATI,154,-6.945690155029297,107.65522766113281
1059,JAWA BARAT,BEKASI,CIKARANG SELATAN,SERANG,154,-6.356639862060547,107.12799072265625
1060,JAWA BARAT,GARUT,TAROGONG KIDUL,HAURPANGGUNG,153,-7.615968227386475,107.72140502929688
1061,JAWA BARAT,BANDUNG BARAT,LEMBANG,PAGERWANGI,153,-6.849772930145264,107.6327133178711
1062,JAWA BARAT,CIAMIS,CIHAURBEUTI,CIHAURBEUTI,152,-7.224668025970459,108.19999694824219
1063,JAWA BARAT,BOGOR,LEUWISADENG,SADENG KOLOT,152,-7.0,107.0
1064,JAWA BARAT,GARUT,CISURUPAN,SIRNAGALIH,152,-7.2774200439453125,107.80718231201172
1065,JAWA BARAT,KOTA BANDUNG,SUKAJADI,SUKAWARNA,152,-6.886300086975098,107.57827758789062
1066,JAWA BARAT,GARUT,MALANGBONG,CIHAURKUNING,152,-7.070300102233887,108.07219696044922
1067,JAWA BARAT,BANDUNG,CICALENGKA,NAGROG,151,-7.001112937927246,107.86337280273438
1068,JAWA BARAT,BOGOR,CIGOMBONG,TUGUJAYA,151,-6.447390079498291,106.46849822998047
1069,JAWA BARAT,BOGOR,PAMIJAHAN,GUNUNGBUNDER I,150,-6.650394916534424,106.67923736572266
1070,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,PUTERAN,150,-6.423999786376953,107.23320007324219
1071,JAWA BARAT,KOTA BANDUNG,UJUNG BERUNG,CIGENDING,150,-6.910160064697266,107.6966323852539
1072,JAWA BARAT,KOTA BANDUNG,RANCASARI,CIPAMOKOLAN,150,-6.94651985168457,107.67539978027344
1073,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,KANANGASARI,150,-6.7643585205078125,107.39756774902344
1074,JAWA BARAT,BOGOR,CARINGIN,CIMANDE HILIR,150,-6.690868854522705,106.81301879882812
1075,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,GEMPOLSARI,150,-6.931119918823242,107.55400848388672
1076,JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,BOJONGMEKAR,150,-6.181700229644775,105.47229766845703
1077,JAWA BARAT,CIANJUR,SUKARESMI,KAWUNGLUWUK,150,-6.431765079498291,107.04411315917969
1078,JAWA BARAT,KOTA BANDUNG,ANDIR,MALEBER,149,-6.9090399742126465,107.57192993164062
1079,JAWA BARAT,GARUT,TAROGONG KALER,PASAWAHAN,149,-7.169848918914795,107.89479064941406
1080,JAWA BARAT,BANDUNG,NAGREG,CITAMAN,149,-7.099999904632568,107.5250015258789
1081,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,MULYASARI,149,-7.372680187225342,108.22570037841797
1082,JAWA BARAT,KARAWANG,KARAWANG BARAT,KARAWANG KULON,149,-6.312679767608643,107.28424835205078
1083,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,CIMAREME,149,-6.867199897766113,107.5181655883789
1084,JAWA BARAT,BANDUNG BARAT,LEMBANG,SUKAJAYA,148,-6.811145782470703,107.59880065917969
1085,JAWA BARAT,BANDUNG,SOLOKANJERUK,RANCAKASUMBA,148,-7.01127815246582,107.72562408447266
1086,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,KEBON JAYANTI,148,-6.927229881286621,107.64677429199219
1087,JAWA BARAT,BANDUNG,CIPARAY,SERANGMEKAR,148,-7.137897491455078,107.41555786132812
1088,JAWA BARAT,BOGOR,CARINGIN,PASIR MUNCANG,148,-6.716917037963867,106.83169555664062
1089,JAWA BARAT,BOGOR,CITEUREUP,SANJA,148,-6.501873016357422,106.86834716796875
1090,JAWA BARAT,KARAWANG,KARAWANG TIMUR,PALUMBONSARI,148,-6.2924699783325195,107.328857421875
1091,JAWA BARAT,BANDUNG,PACET,MEKARSARI,148,-7.09324312210083,107.69905090332031
1092,JAWA BARAT,BANDUNG,PAMEUNGPEUK,LANGONSARI,148,-7.019906997680664,107.60356903076172
1093,JAWA BARAT,CIANJUR,BOJONGPICUNG,JATISARI,148,-6.877997875213623,107.23970031738281
1094,JAWA BARAT,KOTA BANDUNG,BANDUNG WETAN,TAMANSARI,148,-6.89995002746582,107.60938262939453
1095,JAWA BARAT,KARAWANG,KLARI,KARANGANYAR,148,-6.438474178314209,107.39221954345703
1096,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,SUKAKARYA,147,-6.926790237426758,106.90505981445312
1097,JAWA BARAT,BANDUNG,RANCAEKEK,JELEGONG,147,-6.955083847045898,107.76162719726562
1098,JAWA BARAT,KARAWANG,TELUKJAMBE TIMUR,PUSEURJAYA,146,-6.364713668823242,107.25491333007812
1099,JAWA BARAT,CIANJUR,KARANGTENGAH,SABANDAR,146,-6.832042217254639,107.17002868652344
1100,JAWA BARAT,KARAWANG,KOTA BARU,JOMIN BARAT,146,-6.4036641120910645,107.46076965332031
1101,JAWA BARAT,BANDUNG,KUTAWARINGIN,KOPO,146,-7.01800012588501,107.52643585205078
1102,JAWA BARAT,CIANJUR,PACET,CIPUTRI,145,-6.733670711517334,107.04844665527344
1103,JAWA BARAT,BANDUNG,NAGREG,CIARO,145,-7.037302017211914,107.92008972167969
1104,JAWA BARAT,BANDUNG,ARJASARI,LEBAKWANGI,144,-7.246500015258789,107.35169982910156
1105,JAWA BARAT,PURWAKARTA,BABAKANCIKAO,MULYAMEKAR,144,-6.515091896057129,107.45391845703125
1106,JAWA BARAT,CIANJUR,PAGELARAN,PAGELARAN,144,-7.208640098571777,107.19989776611328
1107,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,GUMURUH,144,-6.938089847564697,107.6370620727539
1108,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,144,-6.235799789428711,106.55509948730469
1109,JAWA BARAT,BANDUNG,ARJASARI,PINGGIRSARI,143,-7.3381547927856445,108.10611724853516
1110,JAWA BARAT,BANDUNG,SOLOKANJERUK,LANGENSARI,143,-7.011561870574951,107.75656127929688
1111,JAWA BARAT,BANDUNG,CIMENYAN,CIBURIAL,143,-6.855281829833984,107.64405822753906
1112,JAWA BARAT,KARAWANG,KARAWANG TIMUR,MARGASARI,142,-6.314317226409912,107.33580780029297
1113,JAWA BARAT,BANDUNG BARAT,PADALARANG,TAGOG APU,142,-6.807219982147217,107.48094177246094
1114,JAWA BARAT,BANDUNG,PASEH,CIGENTUR,142,-7.050876140594482,107.79656982421875
1115,JAWA BARAT,BOGOR,TAMANSARI,SUKARESMI,142,-6.382325172424316,106.4540023803711
1116,JAWA BARAT,KOTA BANDUNG,SUKASARI,ISOLA,141,-6.856560230255127,107.59188842773438
1117,JAWA BARAT,GARUT,CISURUPAN,SUKAWARGI,141,-7.366769790649414,107.76763916015625
1118,JAWA BARAT,KOTA BANJAR,BANJAR,MEKARSARI,141,-7.375949859619141,108.5322494506836
1119,JAWA BARAT,KOTA BANDUNG,GEDEBAGE,CISARANTEUN KIDUL,141,-6.948949813842773,107.69290924072266
1120,JAWA BARAT,BANDUNG,RANCAEKEK,RANCAEKEK KULON,140,-7.0,108.0
1121,JAWA BARAT,GARUT,BANYURESMI,SUKALAKSANA,140,-7.2083001136779785,107.81210327148438
1122,JAWA BARAT,BOGOR,GUNUNG PUTRI,CICADAS,140,-7.04765510559082,106.32805633544922
1123,JAWA BARAT,CIANJUR,PAGELARAN,SINDANGKERTA,140,-7.177760124206543,107.13449096679688
1124,JAWA BARAT,MAJALENGKA,CIKIJING,SINDANG,140,-7.004509925842285,108.3359603881836
1125,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,CIBANGKONG,140,-6.924890041351318,107.632568359375
1126,JAWA BARAT,BOGOR,CIOMAS,SUKAMAKMUR,140,-6.613594055175781,106.7503890991211
1127,JAWA BARAT,KARAWANG,JAYAKERTA,MEDANGASEM,140,-6.1121649742126465,107.27185821533203
1128,JAWA BARAT,BANDUNG BARAT,CIPATAT,SARIMUKTI,140,-6.823740005493164,107.40617370605469
1129,JAWA BARAT,BANDUNG,IBUN,CIBEET,140,-7.087850093841553,107.76094818115234
1130,JAWA BARAT,BANDUNG,RANCAEKEK,RANCAEKEK KENCANA,139,-6.976950168609619,107.75686645507812
1131,JAWA BARAT,BANDUNG,BANJARAN,KIANGROKE,139,-7.046426773071289,107.56856536865234
1132,JAWA BARAT,BANDUNG,BALEENDAH,MALAKASARI,139,-7.0081892013549805,107.60623931884766
1133,JAWA BARAT,BEKASI,CIKARANG UTARA,KARANGASIH,139,-6.151000022888184,107.92900085449219
1134,JAWA BARAT,KOTA BANDUNG,MANDALAJATI,PASIR IMPUN,138,-6.897500038146973,107.67900848388672
1135,JAWA BARAT,BANDUNG,BANJARAN,TARAJUSARI,138,,107.34459686279297
1136,JAWA BARAT,BANDUNG,NAGREG,CIHERANG,138,-7.0392937660217285,107.90835571289062
1137,JAWA BARAT,BANDUNG,CANGKUANG,BANDASARI,138,-7.314000129699707,107.55500030517578
1138,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,DAYEUHLUHUR,138,-6.939949989318848,106.9163589477539
1139,JAWA BARAT,KOTA BANDUNG,ANTAPANI,ANTAPANI TENGAH,138,-6.917399883270264,107.65953826904297
1140,JAWA BARAT,BOGOR,CITEUREUP,CITEUREUP,138,-6.481470108032227,106.88326263427734
1141,JAWA BARAT,BANDUNG BARAT,CILILIN,BONGAS,137,-6.572649955749512,107.25321960449219
1142,JAWA BARAT,KOTA BANDUNG,SUKASARI,SUKARASA,137,-6.875569820404053,107.58428192138672
1143,JAWA BARAT,GARUT,TAROGONG KIDUL,JAYARAGA,136,-7.122000217437744,107.53559875488281
1144,JAWA BARAT,KOTA BANDUNG,RANCASARI,DERWATI,136,-6.964849948883057,107.68345642089844
1145,JAWA BARAT,BOGOR,MEGAMENDUNG,SUKAMAHI,136,-6.668892860412598,106.87596130371094
1146,JAWA BARAT,CIANJUR,SUKARESMI,SUKARESMI,136,-6.731621265411377,107.13057708740234
1147,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,CIRANGRANG,136,-6.9545698165893555,107.58628845214844
1148,JAWA BARAT,CIANJUR,KARANGTENGAH,CIHERANG,136,-6.8003129959106445,107.20286560058594
1149,JAWA BARAT,BANDUNG,PASEH,LOA,135,-7.071651935577393,107.78585815429688
1150,JAWA BARAT,CIANJUR,CIANJUR,NAGRAK,135,-6.830705165863037,107.1156234741211
1151,JAWA BARAT,BANDUNG BARAT,PARONGPONG,KARYAWANGI,134,-6.768362998962402,107.55951690673828
1152,JAWA BARAT,CIANJUR,CILAKU,SUKASARI,134,-6.53026008605957,107.73280334472656
