kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,titik_longitude,titik_latitude,tahun,id
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203200.0,CIANJUR,3203200010.0,MEKARSARI,32.03.01,CIANJUR,32.03.01.2004,MEKARSARI,"6'48'50"" S","107'7'6"" E",2020.0,6113
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203200.0,CIANJUR,3203200009.0,LIMBANGANSARI,32.03.01,CIANJUR,32.03.01.2005,LIMBANGANSARI,"6'48'57"" S","107'7'25"" E",2020.0,6114
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130012.0,JAMBUDIPA,32.03.02,WARUNGKONDANG,32.03.02.2002,JAMBUDIPA,"6O51'57"" 5","107O5'9"" E",2020.0,6115
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130002.0,CISARANDI,32.03.02,WARUNGKONDANG,32.03.02.2006,CISARANDI,107.101967 BT,6O52'14'5,2020.0,6116
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130004.0,CIKAROYA,32.03.02,WARUNGKONDANG,32.03.02.2007,CIKAROYA,107.101967 BT,-6.888882LS,2020.0,6117
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130015.0,BUNIKASIH,32.03.02,WARUNGKONDANG,32.03.02.2008,BUNIKASIH,"107'06'0""E","6'05'1'19""5",2020.0,6118
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130018.0,CIWALEN,32.03.02,WARUNGKONDANG,32.03.02.2009,CIWALEN,6051'19'5 - 10706',6051'19'5 - 10706',2020.0,6119
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130014.0,TEGALLEGA,32.03.02,WARUNGKONDANG,32.03.02.2010,TEGALLEGA,"107'02,57'E",6'050 42'5,2020.0,6120
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130019.0,SUKAWANGI,32.03.02,WARUNGKONDANG,32.03.02.2011,SUKAWANGI,107.0828897.15E,6.8472824S,2020.0,6121
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130016.0,BUNISARI,32.03.02,WARUNGKONDANG,32.03.02.2014,BUNISARI,0.0,0.0,2020.0,6122
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130003.0,SUKAMULYA,32.03.02,WARUNGKONDANG,32.03.02.2016,SUKAMULYA,107.05.9E,6051.57.5,2020.0,6123
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130017.0,CIEUNDEUR,32.03.02,WARUNGKONDANG,32.03.02.2017,CIEUNDEUR,"107O6'38"" E",6O52'14'5,2020.0,6124
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203130.0,WARUNGKONDANG,3203130013.0,MEKARWANGI,32.03.02,WARUNGKONDANG,32.03.02.2018,MEKARWANGI,107.101967,6O52'14'5,2020.0,6125
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120003.0,CIPETIR,32.03.03,CIBEBER,32.03.03.2001,CIPETIR,0.0,0.0,2020.0,6126
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120005.0,CIHAUR,32.03.03,CIBEBER,32.03.03.2002,CIHAUR,"107'7'56"" E","6'56'25"" 5",2020.0,6127
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120010.0,CIMANGGU,32.03.03,CIBEBER,32.03.03.2003,CIMANGGU,30 08 107°,-6° 54' 30,2020.0,6128
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120016.0,CIBAREGBEG,32.03.03,CIBEBER,32.03.03.2004,CIBAREGBEG,-6.9279595,107.091.8834,2020.0,6129
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120014.0,SUKARAHARJA,32.03.03,CIBEBER,32.03.03.2005,SUKARAHARJA,-6.9279595,107.091.8834,2020.0,6130
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120013.0,PEUTEUYCONDONG,32.03.03,CIBEBER,32.03.03.2006,PEUTEUYCONDONG,"107,123,251","-6,895,903",2020.0,6131
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120012.0,MAYAK,32.03.03,CIBEBER,32.03.03.2007,MAYAK,-6.9279595,107.091.8834,2020.0,6132
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120004.0,CIKONDANG,32.03.03,CIBEBER,32.03.03.2008,CIKONDANG,107118606.0,6952102.0,2020.0,6133
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120001.0,CIBOKOR,32.03.03,CIBEBER,32.03.03.2009,CIBOKOR,-6.9279595,107.091.8834,2020.0,6134
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120007.0,SELAGEDANG,32.03.03,CIBEBER,32.03.03.2010,SELAGEDANG,"107,145",-697888.0,2020.0,6135
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120017.0,KARANGNUNGGAL,32.03.03,CIBEBER,32.03.03.2011,KARANGNUNGGAL,"112,249,146","-773,139",2020.0,6136
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120002.0,KANOMAN,32.03.03,CIBEBER,32.03.03.2012,KANOMAN,-6.9279595,107.091.8834,2020.0,6137
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120015.0,SUKAMAJU,32.03.03,CIBEBER,32.03.03.2013,SUKAMAJU,107090851.0,-654495.0,2020.0,6138
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120009.0,GIRIMULYA,32.03.03,CIBEBER,32.03.03.2014,GIRIMULYA,"9,233,725","-740,553",2020.0,6139
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120011.0,CISALAK,32.03.03,CIBEBER,32.03.03.2015,CISALAK,107845.0,107730.0,2020.0,6140
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120008.0,CIBADAK,32.03.03,CIBEBER,32.03.03.2016,CIBADAK,"107 8'42"" E","5 56'25"" S",2020.0,6141
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120006.0,SUKAMANAH,32.03.03,CIBEBER,32.03.03.2017,SUKAMANAH,6 967167,107 143009,2020.0,6142
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203120.0,CIBEBER,3203120018.0,SALAMNUNGGAL,32.03.03,CIBEBER,32.03.03.2018,SALAMNUNGGAL,"-65,338","112,249,146",2020.0,6143
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140010.0,RANCAGOONG,32.03.04,CILAKU,32.03.04.2001,RANCAGOONG,06 51 44,107 09 56,2020.0,6144
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140001.0,SUKASARI,32.03.04,CILAKU,32.03.04.2002,SUKASARI,6°53’02.6. S,107°7’32.8T,2020.0,6145
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140007.0,SIRNAGALIH,32.03.04,CILAKU,32.03.04.2003,SIRNAGALIH,6 851 78,107 129 8119,2020.0,6146
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140002.0,SUKAKERTA,32.03.04,CILAKU,32.03.04.2004,SUKAKERTA,"6°52'28.14""S","107° 8'7.22""T",2020.0,6147
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140006.0,CIBINONGHILIR,32.03.04,CILAKU,32.03.04.2005,CIBINONGHILIR,6°51’35.5’’S,107°08’53.9”T,2020.0,6148
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140008.0,RAHONG,32.03.04,CILAKU,32.03.04.2006,RAHONG,"107,9'56""E","6,51'44""S",2020.0,6149
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140009.0,MUNJUL,32.03.04,CILAKU,32.03.04.2007,MUNJUL,"107,9'56""E","6,51'44""S",2020.0,6150
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140003.0,SINDANGSARI,32.03.04,CILAKU,32.03.04.2008,SINDANGSARI,6°51’49.8”S,107°08’49.8’’T,2020.0,6151
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140005.0,CIHARASHAS,32.03.04,CILAKU,32.03.04.2009,CIHARASHAS,"107°09'40.1""T","6°51'44.2""S",2020.0,6152
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203140.0,CILAKU,3203140004.0,MULYASARI,32.03.04,CILAKU,32.03.04.2010,MULYASARI,"6°53'03.5"" S","107°10'32.4""T",2020.0,6153
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170011.0,CIRANJANG,32.03.05,CIRANJANG,32.03.05.2001,CIRANJANG,"112,249,146","-773,139",2020.0,6154
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170007.0,SINDANGJAYA,32.03.05,CIRANJANG,32.03.05.2002,SINDANGJAYA,"-6,812,642","107,292,667",2020.0,6155
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170009.0,CIBIUK,32.03.05,CIRANJANG,32.03.05.2004,CIBIUK,-6812626.0,107260429.0,2020.0,6156
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170005.0,GUNUNGSARI,32.03.05,CIRANJANG,32.03.05.2005,GUNUNGSARI,-6.794191,107.2826887,2020.0,6157
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170004.0,KARANGWANGI,32.03.05,CIRANJANG,32.03.05.2006,KARANGWANGI,"107,284,127","-6,811,737",2020.0,6158
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170012.0,NANGGALAMEKAR,32.03.05,CIRANJANG,32.03.05.2007,NANGGALAMEKAR,"112,249,146","-773,139",2020.0,6159
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170006.0,KERTAJAYA,32.03.05,CIRANJANG,32.03.05.2008,KERTAJAYA,-6822269.0,107292137.0,2020.0,6160
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170008.0,SINDANGSARI,32.03.05,CIRANJANG,32.03.05.2009,SINDANGSARI,-647.27,107..15.34,2020.0,6161
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203170.0,CIRANJANG,3203170010.0,MEKARGALIH,32.03.05,CIRANJANG,32.03.05.2012,MEKARGALIH,0.0,0.0,2020.0,6162
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160013.0,HEGARMANAH,32.03.06,BOJONGPICUNG,32.03.06.2001,HEGARMANAH,107.275506,6.8299925,2020.0,6163
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160008.0,BOJONGPICUNG,32.03.06,BOJONGPICUNG,32.03.06.2002,BOJONGPICUNG,107.2548183,6.8900054,2020.0,6164
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160006.0,CIBARENGKOK,32.03.06,BOJONGPICUNG,32.03.06.2004,CIBARENGKOK,"107,253,020",-6.876453,2020.0,6165
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160005.0,KEMANG,32.03.06,BOJONGPICUNG,32.03.06.2006,KEMANG,-6.911052,107.271934,2020.0,6166
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160002.0,SUKAJAYA,32.03.06,BOJONGPICUNG,32.03.06.2007,SUKAJAYA,107.221815,-6.893327,2020.0,6167
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160007.0,JATI,32.03.06,BOJONGPICUNG,32.03.06.2008,JATI,"107'13'3"" E","6'52'52"" S",2020.0,6168
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160003.0,CIKONDANG,32.03.06,BOJONGPICUNG,32.03.06.2009,CIKONDANG,"107'13'3"" E","6'52'52"" S",2020.0,6169
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160001.0,SUKARAMA,32.03.06,BOJONGPICUNG,32.03.06.2010,SUKARAMA,107.23121,-6.9148,2020.0,6170
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160009.0,SUKARATU,32.03.06,BOJONGPICUNG,32.03.06.2012,SUKARATU,107.2843726,6.8631459,2020.0,6171
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160012.0,NEGLASARI,32.03.06,BOJONGPICUNG,32.03.06.2013,NEGLASARI,6.859386 /,107.279,2020.0,6172
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203160.0,BOJONGPICUNG,3203160004.0,JATISARI,32.03.06,BOJONGPICUNG,32.03.06.2014,JATISARI,"1,072,397,013","68,779,977",2020.0,6173
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190001.0,SUKAMANAH,32.03.07,KARANGTENGAH,32.03.07.2001,SUKAMANAH,"107'9'53""","6'49'52'5""",2020.0,6174
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190007.0,BOJONG,32.03.07,KARANGTENGAH,32.03.07.2002,BOJONG,107° 10' 18.696'',6° 47' 44.664'' S,2020.0,6175
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190015.0,SINDANGLAKA,32.03.07,KARANGTENGAH,32.03.07.2003,SINDANGLAKA,107° 10' 33.816'',6° 47' 3.588'' S,2020.0,6176
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190005.0,MALEBER,32.03.07,KARANGTENGAH,32.03.07.2004,MALEBER,107° 11' 14.496'',6° 49' 2.46'' S,2020.0,6177
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190010.0,CIHERANG,32.03.07,KARANGTENGAH,32.03.07.2005,CIHERANG,"107,2028658,18","-6,800,313",2020.0,6178
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190013.0,SUKAMANTRI,32.03.07,KARANGTENGAH,32.03.07.2006,SUKAMANTRI,"107,190,904","-6,791,417",2020.0,6179
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190012.0,SUKASARANA,32.03.07,KARANGTENGAH,32.03.07.2007,SUKASARANA,"107°12'00.7""E","6°47'20.9""S",2020.0,6180
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190004.0,SUKASARI,32.03.07,KARANGTENGAH,32.03.07.2008,SUKASARI,107 11 17 e,6 49 37 5,2020.0,6181
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190009.0,BABAKANCARINGIN,32.03.07,KARANGTENGAH,32.03.07.2009,BABAKANCARINGIN,1072083.0,681521.0,2020.0,6182
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190006.0,SABANDAR,32.03.07,KARANGTENGAH,32.03.07.2010,SABANDAR,1071700286.0,68320421.0,2020.0,6183
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190002.0,SINDANGASIH,32.03.07,KARANGTENGAH,32.03.07.2011,SINDANGASIH,1071700286.0,68320421.0,2020.0,6184
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190016.0,SUKATARIS,32.03.07,KARANGTENGAH,32.03.07.2012,SUKATARIS,1071700286.0,68320421.0,2020.0,6185
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190003.0,LANGENSARI,32.03.07,KARANGTENGAH,32.03.07.2013,LANGENSARI,"107 11'32"",366","-6 50'26""",2020.0,6186
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190008.0,HEGARMANAH,32.03.07,KARANGTENGAH,32.03.07.2014,HEGARMANAH,1.071.700.286,-68.320.421,2020.0,6187
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190011.0,SUKAJADI,32.03.07,KARANGTENGAH,32.03.07.2015,SUKAJADI,0.0,0.0,2020.0,6188
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203190.0,KARANGTENGAH,3203190014.0,SUKAMULYA,32.03.07,KARANGTENGAH,32.03.07.2016,SUKAMULYA,107.195.620,-6.784.350,2020.0,6189
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180007.0,KADEMANGAN,32.03.08,MANDE,32.03.08.2001,KADEMANGAN,"112,249,146","-773,139",2020.0,6190
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180009.0,BOBOJONG,32.03.08,MANDE,32.03.08.2002,BOBOJONG,-6.4559,"107,000",2020.0,6191
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180006.0,JAMALI,32.03.08,MANDE,32.03.08.2003,JAMALI,"1,071,848,128",-67.568547,2020.0,6192
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180010.0,CIKIDANGBAYABANG,32.03.08,MANDE,32.03.08.2004,CIKIDANGBAYABANG,"107,265,247","-6,773,340",2020.0,6193
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180012.0,MANDE,32.03.08,MANDE,32.03.08.2005,MANDE,"102,238,278","-6,749,356",2020.0,6194
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180008.0,MULYASARI,32.03.08,MANDE,32.03.08.2006,MULYASARI,107.218345,-6.762054,2020.0,6195
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180005.0,CIANDAM,32.03.08,MANDE,32.03.08.2007,CIANDAM,"10,718.25","-67,470",2020.0,6196
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180004.0,SUKAMANAH,32.03.08,MANDE,32.03.08.2008,SUKAMANAH,"107,184,331","-6,776,225",2020.0,6197
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180002.0,LEUWIKOJA,32.03.08,MANDE,32.03.08.2009,LEUWIKOJA,-6.67845,"-10,613,956",2020.0,6198
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180001.0,MEKARJAYA,32.03.08,MANDE,32.03.08.2010,MEKARJAYA,112.249146,-0.773139,2020.0,6199
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180003.0,KUTAWARINGIN,32.03.08,MANDE,32.03.08.2011,KUTAWARINGIN,107.129572,-6.754903,2020.0,6200
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203180.0,MANDE,3203180011.0,MURNISARI,32.03.08,MANDE,32.03.08.2012,MURNISARI,"-6,755,776",107.254972,2020.0,6201
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150007.0,SELAJAMBE,32.03.09,SUKALUYU,32.03.09.2001,SELAJAMBE,1`072.115,6.808.729,2020.0,6202
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150004.0,SUKAMULYA,32.03.09,SUKALUYU,32.03.09.2002,SUKAMULYA,-68402.0,-1072282.0,2020.0,6203
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150002.0,PANYUSUHAN,32.03.09,SUKALUYU,32.03.09.2003,PANYUSUHAN,10721479.0,-6.881.75,2020.0,6204
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150006.0,TANJUNGSARI,32.03.09,SUKALUYU,32.03.09.2004,TANJUNGSARI,"107,21462,88","-681,925",2020.0,6205
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150010.0,SIDANGRAJA,32.03.09,SUKALUYU,32.03.09.2005,SIDANGRAJA,107.248527,-6.775551,2020.0,6206
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150001.0,MEKARJAYA,32.03.09,SUKALUYU,32.03.09.2006,MEKARJAYA,6.880.116,107.196.903,2020.0,6207
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150009.0,SUKASIRNA,32.03.09,SUKALUYU,32.03.09.2007,SUKASIRNA,107.238438,-6.792618,2020.0,6208
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150003.0,SUKALUYU,32.03.09,SUKALUYU,32.03.09.2008,SUKALUYU,"1,072,115,834","-68,509,471",2020.0,6209
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150005.0,BABAKANSARI,32.03.09,SUKALUYU,32.03.09.2009,BABAKANSARI,107' 12' 57.1',"06' 05' 03.7""",2020.0,6210
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203150.0,SUKALUYU,3203150008.0,HEGARMANAH,32.03.09,SUKALUYU,32.03.09.2010,HEGARMANAH,10723797.0,-680894.0,2020.0,6211
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220002.0,CIHERANG,32.03.10,PACET,32.03.10.2001,CIHERANG,107016295.0,677128.0,2020.0,6212
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220004.0,CIBODAS,32.03.10,PACET,32.03.10.2003,CIBODAS,112.249146,0.773139,2020.0,6213
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220014.0,SUKANAGALIH,32.03.10,PACET,32.03.10.2005,SUKANAGALIH,107061737.0,6701631.0,2020.0,6214
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220003.0,CIPENDAWA,32.03.10,PACET,32.03.10.2007,CIPENDAWA,107.009.979,6.762.000,2020.0,6215
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220001.0,CIPUTRI,32.03.10,PACET,32.03.10.2010,CIPUTRI,1070484499.0,673367059.0,2020.0,6216
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220005.0,GADOG,32.03.10,PACET,32.03.10.2012,GADOG,0.0,0.0,2020.0,6217
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203220.0,PACET,3203220008.0,SUKATANI,32.03.10,PACET,32.03.10.2013,SUKATANI,107.02072,6.751979,2020.0,6218
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210015.0,SUKAMANAH,32.03.11,CUGENANG,32.03.11.2001,SUKAMANAH,107.116.190,-6.799.930,2020.0,6219
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210007.0,GASOL,32.03.11,CUGENANG,32.03.11.2002,GASOL,6 48 74,30 23 435,2020.0,6220
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210014.0,CIJEDIL,32.03.11,CUGENANG,32.03.11.2003,CIJEDIL,-6.801426,107.086485,2020.0,6221
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210013.0,CIBEUREUM,32.03.11,CUGENANG,32.03.11.2004,CIBEUREUM,"107'03'50'7""",06'46'46.5,2020.0,6222
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210012.0,NYALINDUNG,32.03.11,CUGENANG,32.03.11.2005,NYALINDUNG,106.9166175,-6.7890054,2020.0,6223
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210009.0,MANGUNKERTA,32.03.11,CUGENANG,32.03.11.2006,MANGUNKERTA,107.071567,-6.799648,2020.0,6224
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210008.0,SARAMPAD,32.03.11,CUGENANG,32.03.11.2007,SARAMPAD,6808239.0,1070598063.0,2020.0,6225
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210005.0,TALAGA,32.03.11,CUGENANG,32.03.11.2008,TALAGA,107.073026,-6.816189,2020.0,6226
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210002.0,SUKAJAYA,32.03.11,CUGENANG,32.03.11.2009,SUKAJAYA,106.7327,107.447,2020.0,6227
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210003.0,CIBULAKAN,32.03.11,CUGENANG,32.03.11.2010,CIBULAKAN,107º 03’ 542”,06º 50’ 039”,2020.0,6228
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210006.0,BENJOT,32.03.11,CUGENANG,32.03.11.2011,BENJOT,-6.8201369,107.0866129,2020.0,6229
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210010.0,SUKAMULYA,32.03.11,CUGENANG,32.03.11.2012,SUKAMULYA,92827.0,29232.0,2020.0,6230
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210016.0,WANGUNJAYA,32.03.11,CUGENANG,32.03.11.2013,WANGUNJAYA,"107.7.'10""","6-48'15""",2020.0,6231
32.0,JAWA BARAT,3203.0,KABUPATEN CIANJUR,3203210.0,CUGENANG,3203210004.0,CIRUMPUT,32.03.11,CUGENANG,32.03.11.2014,CIRUMPUT,6.8233453,107.0674477,2020.0,6232
